SupplierName,SupplierTransactionID,SupplierID,PurchaseOrderID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,FinalizationDate
"Litware, Inc.",302353,7,1880,4757,2/4/2016,640721.8,96108.27,2/8/2016
"Fabrikam, Inc.",302709,4,1881,8623,2/5/2016,1467138,220070.7,2/8/2016
"Litware, Inc.",302713,7,1882,4162,2/5/2016,640962.9,96144.44,2/8/2016
"Fabrikam, Inc.",303148,4,1883,6171,2/8/2016,1468164,220224.6,2/8/2016
"Litware, Inc.",303152,7,1884,7873,2/8/2016,640787.6,96118.14,2/8/2016
"Fabrikam, Inc.",303154,4,1885,2945,2/8/2016,756,113.4,2/8/2016
"Litware, Inc.",303157,7,1886,7317,2/8/2016,266.8,40.02,2/8/2016
"Fabrikam, Inc.",303410,4,1887,7208,2/9/2016,1468770,220315.5,2/15/2016
"Litware, Inc.",303414,7,1888,8605,2/9/2016,639939.4,95990.91,2/15/2016
"Fabrikam, Inc.",303650,4,1889,534,2/10/2016,1469136,220370.4,2/15/2016
"Litware, Inc.",303654,7,1890,7649,2/10/2016,641025.3,96153.8,2/15/2016
"Fabrikam, Inc.",303852,4,1891,4315,2/11/2016,1468104,220215.6,2/15/2016
"Litware, Inc.",303856,7,1892,3600,2/11/2016,640542.8,96081.42,2/15/2016
"Fabrikam, Inc.",304129,4,1893,8715,2/12/2016,1468668,220300.2,2/15/2016
"Litware, Inc.",304133,7,1894,5404,2/12/2016,644068.9,96610.34,2/15/2016
"Fabrikam, Inc.",304729,4,1895,1458,2/15/2016,1471806,220770.9,2/15/2016
"Litware, Inc.",304733,7,1896,9647,2/15/2016,645089.2,96763.38,2/15/2016
"Fabrikam, Inc.",304736,4,1897,130,2/15/2016,444,66.6,2/15/2016
"Litware, Inc.",304738,7,1898,4765,2/15/2016,1190,178.5,2/15/2016
"Fabrikam, Inc.",305008,4,1899,4779,2/16/2016,1470258,220538.7,2/22/2016
"Litware, Inc.",305012,7,1900,9274,2/16/2016,645851.7,96877.76,2/22/2016
"Fabrikam, Inc.",305231,4,1901,5375,2/17/2016,1471092,220663.8,2/22/2016
"Litware, Inc.",305235,7,1902,6880,2/17/2016,646822.4,97023.36,2/22/2016
"Fabrikam, Inc.",305624,4,1903,6680,2/18/2016,1472520,220878,2/22/2016
"Litware, Inc.",305628,7,1904,502,2/18/2016,646882.6,97032.39,2/22/2016
"Fabrikam, Inc.",305986,4,1905,6867,2/19/2016,1474416,221162.4,2/22/2016
"Litware, Inc.",305990,7,1906,751,2/19/2016,646323.3,96948.5,2/22/2016
"Fabrikam, Inc.",306562,4,1907,884,2/22/2016,1475400,221310,2/22/2016
"Litware, Inc.",306566,7,1908,4929,2/22/2016,647294,97094.1,2/22/2016
"Fabrikam, Inc.",306571,4,1909,5372,2/22/2016,1740,261,2/22/2016
"Litware, Inc.",306573,7,1910,1835,2/22/2016,1700,255,2/22/2016
"Fabrikam, Inc.",306782,4,1911,4260,2/23/2016,1477128,221569.2,2/29/2016
"Litware, Inc.",306786,7,1912,509,2/23/2016,648341.7,97251.26,2/29/2016
"Fabrikam, Inc.",307152,4,1913,7517,2/24/2016,1477572,221635.8,2/29/2016
"Litware, Inc.",307156,7,1914,9207,2/24/2016,649454.9,97418.24,2/29/2016
"Fabrikam, Inc.",307676,4,1915,4547,2/25/2016,1480314,222047.1,2/29/2016
"Litware, Inc.",307680,7,1916,1740,2/25/2016,650308.6,97546.29,2/29/2016
"Fabrikam, Inc.",308017,4,1917,8935,2/26/2016,1482708,222406.2,2/29/2016
"Litware, Inc.",308021,7,1918,2671,2/26/2016,651747,97762.05,2/29/2016
"Fabrikam, Inc.",308681,4,1919,8105,2/29/2016,1483608,222541.2,2/29/2016
"Litware, Inc.",308685,7,1920,1926,2/29/2016,653995.2,98099.28,2/29/2016
"Fabrikam, Inc.",308687,4,1921,2238,2/29/2016,252,37.8,2/29/2016
"Fabrikam, Inc.",309150,4,1922,748,3/1/2016,1488108,223216.2,3/7/2016
"Litware, Inc.",309154,7,1923,4098,3/1/2016,658153.8,98723.07,3/7/2016
"Fabrikam, Inc.",309607,4,1924,4261,3/2/2016,1489032,223354.8,3/7/2016
"Litware, Inc.",309611,7,1925,5931,3/2/2016,661414.7,99212.21,3/7/2016
"Fabrikam, Inc.",310079,4,1926,9179,3/3/2016,1492530,223879.5,3/7/2016
"Litware, Inc.",310083,7,1927,5997,3/3/2016,661201,99180.15,3/7/2016
"Fabrikam, Inc.",310481,4,1928,925,3/4/2016,1495038,224255.7,3/7/2016
"Litware, Inc.",310485,7,1929,7047,3/4/2016,664496.9,99674.54,3/7/2016
"Fabrikam, Inc.",310928,4,1930,4170,3/7/2016,1494888,224233.2,3/7/2016
"Litware, Inc.",310932,7,1931,2545,3/7/2016,666021.4,99903.21,3/7/2016
"Fabrikam, Inc.",310936,4,1932,8335,3/7/2016,1344,201.6,3/7/2016
"Fabrikam, Inc.",311142,4,1933,3953,3/8/2016,1497384,224607.6,3/14/2016
"Litware, Inc.",311146,7,1934,4761,3/8/2016,665094.8,99764.22,3/14/2016
"Fabrikam, Inc.",311559,4,1935,9682,3/9/2016,1498320,224748,3/14/2016
"Litware, Inc.",311563,7,1936,9261,3/9/2016,665895.5,99884.33,3/14/2016
"Fabrikam, Inc.",311847,4,1937,5517,3/10/2016,1500072,225010.8,3/14/2016
"Litware, Inc.",311851,7,1938,6220,3/10/2016,667666.8,100150.02,3/14/2016
"Fabrikam, Inc.",312187,4,1939,1339,3/11/2016,1499160,224874,3/14/2016
"Litware, Inc.",312191,7,1940,332,3/11/2016,667261.1,100089.17,3/14/2016
"Fabrikam, Inc.",312629,4,1941,8747,3/14/2016,1499076,224861.4,3/14/2016
"Litware, Inc.",312633,7,1942,564,3/14/2016,670178.6,100526.79,3/14/2016
"Fabrikam, Inc.",312833,4,1943,6442,3/15/2016,1501194,225179.1,3/21/2016
"Litware, Inc.",312837,7,1944,5389,3/15/2016,670299.3,100544.9,3/21/2016
"Fabrikam, Inc.",313172,4,1945,8879,3/16/2016,1499778,224966.7,3/21/2016
"Litware, Inc.",313176,7,1946,999,3/16/2016,670732.5,100609.88,3/21/2016
"Fabrikam, Inc.",313463,4,1947,6079,3/17/2016,1500102,225015.3,3/21/2016
"Litware, Inc.",313467,7,1948,7511,3/17/2016,670948.2,100642.23,3/21/2016
"Fabrikam, Inc.",313740,4,1949,8172,3/18/2016,1498686,224802.9,3/21/2016
"Litware, Inc.",313744,7,1950,3289,3/18/2016,670657.7,100598.66,3/21/2016
"Fabrikam, Inc.",314137,4,1951,2557,3/21/2016,1498878,224831.7,3/21/2016
"Litware, Inc.",314141,7,1952,1626,3/21/2016,670288.4,100543.26,3/21/2016
"Fabrikam, Inc.",314144,4,1953,6189,3/21/2016,2472,370.8,3/21/2016
"Litware, Inc.",314146,7,1954,8364,3/21/2016,95,14.25,3/21/2016
"Fabrikam, Inc.",314640,4,1955,5416,3/22/2016,1504134,225620.1,3/28/2016
"Litware, Inc.",314644,7,1956,238,3/22/2016,671533.3,100730,3/28/2016
"Fabrikam, Inc.",315173,4,1957,7887,3/23/2016,1506534,225980.1,3/28/2016
"Litware, Inc.",315177,7,1958,1157,3/23/2016,673134.8,100970.22,3/28/2016
"Fabrikam, Inc.",315720,4,1959,6514,3/24/2016,1510368,226555.2,3/28/2016
"Litware, Inc.",315724,7,1960,6950,3/24/2016,676384.8,101457.72,3/28/2016
"Fabrikam, Inc.",316002,4,1961,9653,3/25/2016,1511544,226731.6,3/28/2016
"Litware, Inc.",316006,7,1962,9152,3/25/2016,677355.5,101603.33,3/28/2016
"Fabrikam, Inc.",316459,4,1963,298,3/28/2016,1516992,227548.8,3/28/2016
"Litware, Inc.",316463,7,1964,5236,3/28/2016,678810.5,101821.58,3/28/2016
"Fabrikam, Inc.",316467,4,1965,2166,3/28/2016,2022,303.3,3/28/2016
"Litware, Inc.",316469,7,1966,1290,3/28/2016,1530,229.5,3/28/2016
"Fabrikam, Inc.",316897,4,1967,5006,3/29/2016,1521024,228153.6,4/4/2016
"Litware, Inc.",316901,7,1968,7128,3/29/2016,682296.2,102344.43,4/4/2016
"Fabrikam, Inc.",317287,4,1969,788,3/30/2016,1520640,228096,4/4/2016
"Litware, Inc.",317291,7,1970,7409,3/30/2016,683256.1,102488.42,4/4/2016
"Fabrikam, Inc.",317697,4,1971,7703,3/31/2016,1525164,228774.6,4/4/2016
"Litware, Inc.",317701,7,1972,5027,3/31/2016,688769.4,103315.41,4/4/2016
"Fabrikam, Inc.",318140,4,1973,939,4/1/2016,1530114,229517.1,4/4/2016
"Litware, Inc.",318144,7,1974,3262,4/1/2016,689807.6,103471.14,4/4/2016
"Fabrikam, Inc.",318567,4,1975,8141,4/4/2016,1532244,229836.6,4/4/2016
"Litware, Inc.",318571,7,1976,3645,4/4/2016,689248.3,103387.25,4/4/2016
"Fabrikam, Inc.",318574,4,1977,2459,4/4/2016,2388,358.2,4/4/2016
"Fabrikam, Inc.",318924,4,1978,3519,4/5/2016,1534914,230237.1,4/11/2016
"Litware, Inc.",318928,7,1979,4481,4/5/2016,688786,103317.9,4/11/2016
"Fabrikam, Inc.",319203,4,1980,5529,4/6/2016,1535862,230379.3,4/11/2016
"Litware, Inc.",319207,7,1981,1469,4/6/2016,690674.5,103601.18,4/11/2016
"Fabrikam, Inc.",319466,4,1982,7476,4/7/2016,1535670,230350.5,4/11/2016
"Litware, Inc.",319470,7,1983,172,4/7/2016,693005.2,103950.78,4/11/2016
"Fabrikam, Inc.",319789,4,1984,1259,4/8/2016,1536852,230527.8,4/11/2016
"Litware, Inc.",319793,7,1985,6030,4/8/2016,692663.4,103899.51,4/11/2016
"Fabrikam, Inc.",320525,4,1986,7112,4/11/2016,1541142,231171.3,4/11/2016
"Litware, Inc.",320529,7,1987,3357,4/11/2016,692807.9,103921.19,4/11/2016
"Fabrikam, Inc.",320535,4,1988,2316,4/11/2016,3114,467.1,4/11/2016
"Litware, Inc.",320538,7,1989,7819,4/11/2016,1665,249.75,4/11/2016
"Fabrikam, Inc.",320947,4,1990,1874,4/12/2016,1547232,232084.8,4/18/2016
"Litware, Inc.",320951,7,1991,3938,4/12/2016,697914.9,104687.24,4/18/2016
"Fabrikam, Inc.",321171,4,1992,4943,4/13/2016,1547916,232187.4,4/18/2016
"Litware, Inc.",321175,7,1993,7730,4/13/2016,698885.6,104832.84,4/18/2016
"Fabrikam, Inc.",321596,4,1994,9320,4/14/2016,1548210,232231.5,4/18/2016
"Litware, Inc.",321600,7,1995,458,4/14/2016,699945.6,104991.84,4/18/2016
"Fabrikam, Inc.",322092,4,1996,4609,4/15/2016,1550214,232532.1,4/18/2016
"Litware, Inc.",322096,7,1997,4099,4/15/2016,702656.3,105398.45,4/18/2016
"Fabrikam, Inc.",322750,4,1998,703,4/18/2016,1552284,232842.6,4/18/2016
"Litware, Inc.",322754,7,1999,3721,4/18/2016,705151.3,105772.7,4/18/2016
"Fabrikam, Inc.",322759,4,2000,7773,4/18/2016,2316,347.4,4/18/2016
"Litware, Inc.",322761,7,2001,8403,4/18/2016,522.5,78.38,4/18/2016
"Fabrikam, Inc.",323271,4,2002,8872,4/19/2016,1557522,233628.3,4/25/2016
"Litware, Inc.",323275,7,2003,3738,4/19/2016,705055.9,105758.39,4/25/2016
"Fabrikam, Inc.",323669,4,2004,3230,4/20/2016,1561956,234293.4,4/25/2016
"Litware, Inc.",323673,7,2005,1465,4/20/2016,706329.5,105949.43,4/25/2016
"Fabrikam, Inc.",323886,4,2006,7466,4/21/2016,1561800,234270,4/25/2016
"Litware, Inc.",323890,7,2007,5048,4/21/2016,709406.2,106410.93,4/25/2016
"Fabrikam, Inc.",324246,4,2008,2840,4/22/2016,1566474,234971.1,4/25/2016
"Litware, Inc.",324250,7,2009,8073,4/22/2016,710174.1,106526.12,4/25/2016
"Fabrikam, Inc.",324766,4,2010,4128,4/25/2016,1569786,235467.9,4/25/2016
"Litware, Inc.",324770,7,2011,7823,4/25/2016,710994.8,106649.22,4/25/2016
"Fabrikam, Inc.",324772,4,2012,8012,4/25/2016,1824,273.6,4/25/2016
"Litware, Inc.",324775,7,2013,7327,4/25/2016,696.3,104.45,4/25/2016
"Fabrikam, Inc.",324971,4,2014,936,4/26/2016,1570590,235588.5,5/2/2016
"Litware, Inc.",324975,7,2015,1138,4/26/2016,710451.8,106567.77,5/2/2016
"Fabrikam, Inc.",325434,4,2016,2750,4/27/2016,1572678,235901.7,5/2/2016
"Litware, Inc.",325438,7,2017,4135,4/27/2016,711972.4,106795.86,5/2/2016
"Fabrikam, Inc.",325765,4,2018,5077,4/28/2016,1573710,236056.5,5/2/2016
"Litware, Inc.",325769,7,2019,3784,4/28/2016,712433.1,106864.97,5/2/2016
"Fabrikam, Inc.",326263,4,2020,8242,4/29/2016,1578852,236827.8,5/2/2016
"Litware, Inc.",326267,7,2021,4699,4/29/2016,714358,107153.7,5/2/2016
"Fabrikam, Inc.",326957,4,2022,2004,5/2/2016,1581888,237283.2,5/2/2016
"Litware, Inc.",326961,7,2023,7925,5/2/2016,715626.2,107343.93,5/2/2016
"Litware, Inc.",326963,7,2024,5987,5/2/2016,1190,178.5,5/2/2016
"Fabrikam, Inc.",327156,4,2025,5181,5/3/2016,1580898,237134.7,5/9/2016
"Litware, Inc.",327160,7,2026,86,5/3/2016,716498.4,107474.76,5/9/2016
"Fabrikam, Inc.",327513,4,2027,4293,5/4/2016,1582926,237438.9,5/9/2016
"Litware, Inc.",327517,7,2028,7752,5/4/2016,718933.1,107839.97,5/9/2016
"Fabrikam, Inc.",328060,4,2029,3663,5/5/2016,1584882,237732.3,5/9/2016
"Litware, Inc.",328064,7,2030,747,5/5/2016,719008.1,107851.22,5/9/2016
"Fabrikam, Inc.",328563,4,2031,9787,5/6/2016,1587252,238087.8,5/9/2016
"Litware, Inc.",328567,7,2032,4433,5/6/2016,721567.5,108235.13,5/9/2016
"Fabrikam, Inc.",329263,4,2033,2904,5/9/2016,1591722,238758.3,5/9/2016
"Litware, Inc.",329267,7,2034,2219,5/9/2016,721951.1,108292.67,5/9/2016
"Fabrikam, Inc.",329271,4,2035,9473,5/9/2016,1866,279.9,5/9/2016
"Litware, Inc.",329273,7,2036,9561,5/9/2016,850,127.5,5/9/2016
"Fabrikam, Inc.",329610,4,2037,4804,5/10/2016,1593708,239056.2,5/16/2016
"Litware, Inc.",329614,7,2038,9805,5/10/2016,722260,108339,5/16/2016
"Fabrikam, Inc.",329829,4,2039,4595,5/11/2016,1593408,239011.2,5/16/2016
"Litware, Inc.",329833,7,2040,8174,5/11/2016,722139.5,108320.93,5/16/2016
"Fabrikam, Inc.",330261,4,2041,6912,5/12/2016,1596996,239549.4,5/16/2016
"Litware, Inc.",330265,7,2042,2648,5/12/2016,723497.7,108524.66,5/16/2016
"Fabrikam, Inc.",330636,4,2043,1229,5/13/2016,1598304,239745.6,5/16/2016
"Litware, Inc.",330640,7,2044,9736,5/13/2016,723322.4,108498.36,5/16/2016
"Fabrikam, Inc.",331413,4,2045,4199,5/16/2016,1603452,240517.8,5/16/2016
"Litware, Inc.",331417,7,2046,1260,5/16/2016,723181.5,108477.23,5/16/2016
"Fabrikam, Inc.",331420,4,2047,2210,5/16/2016,1554,233.1,5/16/2016
"Fabrikam, Inc.",331723,4,2048,8469,5/17/2016,1607616,241142.4,5/23/2016
"Litware, Inc.",331727,7,2049,5971,5/17/2016,722585.4,108387.81,5/23/2016
"Fabrikam, Inc.",331964,4,2050,1233,5/18/2016,1607124,241068.6,5/23/2016
"Litware, Inc.",331968,7,2051,2711,5/18/2016,722733.5,108410.03,5/23/2016
"Fabrikam, Inc.",332330,4,2052,1207,5/19/2016,1610298,241544.7,5/23/2016
"Litware, Inc.",332334,7,2053,575,5/19/2016,723976.4,108596.46,5/23/2016
"Fabrikam, Inc.",332867,4,2054,1566,5/20/2016,1613106,241965.9,5/23/2016
"Litware, Inc.",332871,7,2055,6013,5/20/2016,729688.3,109453.25,5/23/2016
"Fabrikam, Inc.",333457,4,2056,7690,5/23/2016,1616604,242490.6,5/23/2016
"Litware, Inc.",333461,7,2057,2335,5/23/2016,732075.5,109811.33,5/23/2016
"Fabrikam, Inc.",333464,4,2058,4336,5/23/2016,756,113.4,5/23/2016
"Litware, Inc.",333466,7,2059,9529,5/23/2016,384,57.6,5/23/2016
"Fabrikam, Inc.",333712,4,2060,2604,5/24/2016,1616370,242455.5,5/30/2016
"Litware, Inc.",333716,7,2061,2802,5/24/2016,732580.4,109887.06,5/30/2016
"Fabrikam, Inc.",334071,4,2062,6820,5/25/2016,1618332,242749.8,5/30/2016
"Litware, Inc.",334075,7,2063,8804,5/25/2016,732686.1,109902.92,5/30/2016
"Fabrikam, Inc.",334383,4,2064,470,5/26/2016,1618188,242728.2,5/30/2016
"Litware, Inc.",334387,7,2065,8038,5/26/2016,732774,109916.1,5/30/2016
"Fabrikam, Inc.",334870,4,2066,5753,5/27/2016,1619580,242937,5/30/2016
"Litware, Inc.",334874,7,2067,8953,5/27/2016,736375,110456.25,5/30/2016
"Fabrikam, Inc.",335502,4,2068,1112,5/30/2016,1624638,243695.7,5/30/2016
"Litware, Inc.",335506,7,2069,7801,5/30/2016,737158.8,110573.82,5/30/2016
"Fabrikam, Inc.",335510,4,2070,6305,5/30/2016,1164,174.6,5/30/2016
